timestamp,type,price,trigger
2025-06-06 05:36:00+08:00,xgboost_bearish,101402.48,XGBoost DOWN (Confidence: 53.63%)
2025-06-06 05:41:00+08:00,xgboost_bullish,101571.3,XGBoost UP (Confidence: 57.99%)
2025-06-06 05:46:00+08:00,xgboost_bearish,101434.35,XGBoost DOWN (Confidence: 80.63%)
2025-06-06 05:51:00+08:00,xgboost_bullish,101342.03,XGBoost UP (Confidence: 79.65%)
2025-06-06 05:56:00+08:00,xgboost_bullish,101507.08,XGBoost UP (Confidence: 59.04%)
2025-06-06 06:01:00+08:00,xgboost_bearish,101279.91,XGBoost DOWN (Confidence: 64.76%)
2025-06-06 06:06:00+08:00,xgboost_bullish,101317.76,XGBoost UP (Confidence: 79.81%)
2025-06-06 06:11:00+08:00,xgboost_bearish,101180.99,XGBoost DOWN (Confidence: 57.64%)
2025-06-06 06:16:00+08:00,xgboost_bearish,101147.05,XGBoost DOWN (Confidence: 70.29%)
2025-06-06 06:21:00+08:00,xgboost_bullish,101296.26,XGBoost UP (Confidence: 63.07%)
2025-06-06 06:26:00+08:00,xgboost_bullish,101337.0,XGBoost UP (Confidence: 50.62%)
2025-06-06 06:31:00+08:00,xgboost_bullish,101409.06,XGBoost UP (Confidence: 79.98%)
2025-06-06 06:36:00+08:00,xgboost_bearish,101467.99,XGBoost DOWN (Confidence: 59.08%)
2025-06-06 06:41:00+08:00,xgboost_bullish,101559.95,XGBoost UP (Confidence: 60.75%)
2025-06-06 06:46:00+08:00,xgboost_bullish,101565.46,XGBoost UP (Confidence: 65.17%)
2025-06-06 06:51:00+08:00,xgboost_bullish,101704.39,XGBoost UP (Confidence: 76.27%)
2025-06-06 06:56:00+08:00,xgboost_bullish,101508.91,XGBoost UP (Confidence: 53.48%)
2025-06-06 07:01:00+08:00,xgboost_bullish,101561.79,XGBoost UP (Confidence: 72.78%)
2025-06-06 07:06:00+08:00,xgboost_bullish,101570.13,XGBoost UP (Confidence: 54.94%)
2025-06-06 07:11:00+08:00,xgboost_bearish,101670.57,XGBoost DOWN (Confidence: 51.80%)
2025-06-06 07:16:00+08:00,xgboost_bearish,101605.42,XGBoost DOWN (Confidence: 85.87%)
2025-06-06 07:21:00+08:00,xgboost_bullish,101742.96,XGBoost UP (Confidence: 76.29%)
2025-06-06 07:26:00+08:00,xgboost_bearish,101790.12,XGBoost DOWN (Confidence: 50.37%)
2025-06-06 07:31:00+08:00,xgboost_bearish,101683.3,XGBoost DOWN (Confidence: 82.74%)
2025-06-06 07:36:00+08:00,xgboost_bullish,101622.24,XGBoost UP (Confidence: 56.05%)
2025-06-06 07:41:00+08:00,xgboost_bearish,101546.78,XGBoost DOWN (Confidence: 79.99%)
2025-06-06 07:46:00+08:00,xgboost_bullish,101531.83,XGBoost UP (Confidence: 68.97%)
2025-06-06 07:51:00+08:00,xgboost_bullish,101567.95,XGBoost UP (Confidence: 51.61%)
2025-06-06 07:56:00+08:00,xgboost_bullish,101601.63,XGBoost UP (Confidence: 60.41%)
2025-06-06 08:01:00+08:00,xgboost_bullish,101506.17,XGBoost UP (Confidence: 53.44%)
2025-06-06 08:06:00+08:00,xgboost_bearish,101455.52,XGBoost DOWN (Confidence: 53.55%)
2025-06-06 08:11:00+08:00,xgboost_bullish,101400.0,XGBoost UP (Confidence: 52.83%)
2025-06-06 08:16:00+08:00,xgboost_bearish,101233.0,XGBoost DOWN (Confidence: 55.99%)
2025-06-06 08:21:00+08:00,xgboost_bearish,101181.36,XGBoost DOWN (Confidence: 80.16%)
2025-06-06 08:26:00+08:00,xgboost_bearish,101336.3,XGBoost DOWN (Confidence: 64.14%)
2025-06-06 08:31:00+08:00,xgboost_bullish,101575.83,XGBoost UP (Confidence: 55.06%)
2025-06-06 08:36:00+08:00,xgboost_bullish,101699.99,XGBoost UP (Confidence: 76.45%)
2025-06-06 08:41:00+08:00,xgboost_bullish,101744.99,XGBoost UP (Confidence: 76.75%)
2025-06-06 08:46:00+08:00,xgboost_bearish,101710.62,XGBoost DOWN (Confidence: 71.70%)
2025-06-06 08:51:00+08:00,xgboost_bullish,101788.32,XGBoost UP (Confidence: 78.53%)
2025-06-06 08:56:00+08:00,xgboost_bullish,101905.62,XGBoost UP (Confidence: 71.83%)
2025-06-06 09:01:00+08:00,xgboost_bearish,101860.47,XGBoost DOWN (Confidence: 54.75%)
2025-06-06 09:06:00+08:00,xgboost_bearish,101812.62,XGBoost DOWN (Confidence: 69.41%)
2025-06-06 09:11:00+08:00,xgboost_bullish,101899.99,XGBoost UP (Confidence: 53.91%)
2025-06-06 09:16:00+08:00,xgboost_bearish,101790.35,XGBoost DOWN (Confidence: 63.07%)
2025-06-06 09:21:00+08:00,xgboost_bullish,101724.68,XGBoost UP (Confidence: 63.21%)
2025-06-06 09:26:00+08:00,xgboost_bullish,101938.75,XGBoost UP (Confidence: 68.01%)
2025-06-06 09:31:00+08:00,xgboost_bullish,101847.79,XGBoost UP (Confidence: 54.34%)
2025-06-06 09:36:00+08:00,xgboost_bullish,101926.88,XGBoost UP (Confidence: 76.09%)
2025-06-06 09:41:00+08:00,xgboost_bearish,101906.97,XGBoost DOWN (Confidence: 53.34%)
2025-06-06 09:46:00+08:00,xgboost_bearish,101889.3,XGBoost DOWN (Confidence: 71.29%)
2025-06-06 09:51:00+08:00,xgboost_bearish,101756.94,XGBoost DOWN (Confidence: 71.61%)
2025-06-06 09:56:00+08:00,xgboost_bullish,101854.09,XGBoost UP (Confidence: 69.75%)
2025-06-06 10:01:00+08:00,xgboost_bearish,101800.01,XGBoost DOWN (Confidence: 81.33%)
2025-06-06 10:06:00+08:00,xgboost_bullish,101810.45,XGBoost UP (Confidence: 58.11%)
2025-06-06 10:11:00+08:00,xgboost_bearish,101733.97,XGBoost DOWN (Confidence: 69.66%)
2025-06-06 10:16:00+08:00,xgboost_bearish,101581.4,XGBoost DOWN (Confidence: 86.20%)
2025-06-06 10:21:00+08:00,xgboost_bullish,101578.32,XGBoost UP (Confidence: 70.44%)
2025-06-06 10:26:00+08:00,xgboost_bullish,101611.7,XGBoost UP (Confidence: 68.69%)
2025-06-06 10:31:00+08:00,xgboost_bullish,101625.51,XGBoost UP (Confidence: 53.10%)
2025-06-06 10:36:00+08:00,xgboost_bullish,101707.39,XGBoost UP (Confidence: 79.29%)
2025-06-06 10:41:00+08:00,xgboost_bullish,101876.31,XGBoost UP (Confidence: 67.56%)
2025-06-06 10:46:00+08:00,xgboost_bearish,101900.63,XGBoost DOWN (Confidence: 58.65%)
2025-06-06 10:51:00+08:00,xgboost_bullish,101933.56,XGBoost UP (Confidence: 82.10%)
2025-06-06 10:56:00+08:00,xgboost_bullish,102116.97,XGBoost UP (Confidence: 71.30%)
2025-06-06 11:01:00+08:00,xgboost_bearish,102116.42,XGBoost DOWN (Confidence: 73.99%)
2025-06-06 11:06:00+08:00,xgboost_bullish,102072.16,XGBoost UP (Confidence: 64.06%)
2025-06-06 11:11:00+08:00,xgboost_bullish,102080.84,XGBoost UP (Confidence: 57.26%)
2025-06-06 11:16:00+08:00,xgboost_bullish,102176.05,XGBoost UP (Confidence: 72.10%)
2025-06-06 11:21:00+08:00,xgboost_bullish,102299.12,XGBoost UP (Confidence: 83.57%)
2025-06-06 11:26:00+08:00,xgboost_bearish,102256.37,XGBoost DOWN (Confidence: 59.99%)
2025-06-06 11:31:00+08:00,xgboost_bullish,102368.49,XGBoost UP (Confidence: 85.69%)
2025-06-06 11:36:00+08:00,xgboost_bullish,102467.05,XGBoost UP (Confidence: 80.84%)
2025-06-06 11:41:00+08:00,xgboost_bullish,102445.42,XGBoost UP (Confidence: 76.05%)
2025-06-06 11:46:00+08:00,xgboost_bullish,102478.16,XGBoost UP (Confidence: 71.77%)
2025-06-06 11:51:00+08:00,xgboost_bullish,102497.05,XGBoost UP (Confidence: 52.20%)
2025-06-06 11:56:00+08:00,xgboost_bearish,102484.24,XGBoost DOWN (Confidence: 71.70%)
2025-06-06 12:01:00+08:00,xgboost_bullish,102478.19,XGBoost UP (Confidence: 54.17%)
2025-06-06 12:06:00+08:00,xgboost_bearish,102387.5,XGBoost DOWN (Confidence: 72.25%)
2025-06-06 12:11:00+08:00,xgboost_bullish,102495.39,XGBoost UP (Confidence: 75.57%)
2025-06-06 12:16:00+08:00,xgboost_bullish,102590.0,XGBoost UP (Confidence: 84.53%)
2025-06-06 12:21:00+08:00,xgboost_bearish,102504.61,XGBoost DOWN (Confidence: 81.45%)
2025-06-06 12:26:00+08:00,xgboost_bullish,102504.87,XGBoost UP (Confidence: 81.83%)
2025-06-06 12:31:00+08:00,xgboost_bullish,102591.73,XGBoost UP (Confidence: 86.47%)
2025-06-06 12:36:00+08:00,xgboost_bullish,102690.0,XGBoost UP (Confidence: 84.23%)
2025-06-06 12:41:00+08:00,xgboost_bearish,102722.06,XGBoost DOWN (Confidence: 61.02%)
2025-06-06 12:46:00+08:00,xgboost_bullish,102773.86,XGBoost UP (Confidence: 78.53%)
2025-06-06 12:51:00+08:00,xgboost_bullish,102777.6,XGBoost UP (Confidence: 70.72%)
2025-06-06 12:56:00+08:00,xgboost_bullish,102748.88,XGBoost UP (Confidence: 61.93%)
2025-06-06 13:01:00+08:00,xgboost_bullish,102799.98,XGBoost UP (Confidence: 79.56%)
2025-06-06 13:06:00+08:00,xgboost_bullish,102836.05,XGBoost UP (Confidence: 72.67%)
2025-06-06 13:11:00+08:00,xgboost_bullish,102900.0,XGBoost UP (Confidence: 77.71%)
2025-06-06 13:16:00+08:00,xgboost_bearish,102888.65,XGBoost DOWN (Confidence: 59.78%)
2025-06-06 13:21:00+08:00,xgboost_bullish,102720.27,XGBoost UP (Confidence: 54.63%)
2025-06-06 13:26:00+08:00,xgboost_bearish,102700.8,XGBoost DOWN (Confidence: 65.09%)
2025-06-06 13:31:00+08:00,xgboost_bearish,102725.63,XGBoost DOWN (Confidence: 67.68%)
2025-06-06 13:36:00+08:00,xgboost_bearish,102805.35,XGBoost DOWN (Confidence: 53.24%)
2025-06-06 13:41:00+08:00,xgboost_bullish,102819.12,XGBoost UP (Confidence: 66.06%)
2025-06-06 13:46:00+08:00,xgboost_bearish,102842.52,XGBoost DOWN (Confidence: 85.78%)
2025-06-06 13:51:00+08:00,xgboost_bullish,102872.1,XGBoost UP (Confidence: 63.69%)
2025-06-06 13:56:00+08:00,xgboost_bullish,102914.82,XGBoost UP (Confidence: 90.62%)
2025-06-06 14:01:00+08:00,xgboost_bearish,102924.14,XGBoost DOWN (Confidence: 80.93%)
2025-06-06 14:06:00+08:00,xgboost_bearish,102933.01,XGBoost DOWN (Confidence: 59.31%)
2025-06-06 14:11:00+08:00,xgboost_bullish,103140.58,XGBoost UP (Confidence: 77.69%)
2025-06-06 14:16:00+08:00,xgboost_bearish,103096.4,XGBoost DOWN (Confidence: 80.79%)
2025-06-06 14:21:00+08:00,xgboost_bearish,102972.77,XGBoost DOWN (Confidence: 73.82%)
2025-06-06 14:26:00+08:00,xgboost_bullish,102991.62,XGBoost UP (Confidence: 77.93%)
2025-06-06 14:31:00+08:00,xgboost_bullish,103149.42,XGBoost UP (Confidence: 85.17%)
2025-06-06 14:36:00+08:00,xgboost_bearish,103150.75,XGBoost DOWN (Confidence: 66.13%)
2025-06-06 14:41:00+08:00,xgboost_bearish,103034.0,XGBoost DOWN (Confidence: 84.22%)
2025-06-06 14:46:00+08:00,xgboost_bullish,103070.31,XGBoost UP (Confidence: 62.39%)
2025-06-06 14:51:00+08:00,xgboost_bullish,103131.79,XGBoost UP (Confidence: 65.17%)
2025-06-06 14:56:00+08:00,xgboost_bullish,103161.06,XGBoost UP (Confidence: 58.26%)
2025-06-06 15:01:00+08:00,xgboost_bearish,103175.75,XGBoost DOWN (Confidence: 55.55%)
2025-06-06 15:06:00+08:00,xgboost_bullish,103218.14,XGBoost UP (Confidence: 71.64%)
2025-06-06 15:11:00+08:00,xgboost_bullish,103241.27,XGBoost UP (Confidence: 79.51%)
2025-06-06 15:16:00+08:00,xgboost_bullish,103225.15,XGBoost UP (Confidence: 58.65%)
2025-06-06 15:21:00+08:00,xgboost_bearish,103190.41,XGBoost DOWN (Confidence: 83.61%)
2025-06-06 15:26:00+08:00,xgboost_bullish,103425.07,XGBoost UP (Confidence: 77.20%)
2025-06-06 15:31:00+08:00,xgboost_bearish,103246.62,XGBoost DOWN (Confidence: 80.51%)
2025-06-06 15:36:00+08:00,xgboost_bearish,103109.14,XGBoost DOWN (Confidence: 70.66%)
2025-06-06 19:45:00+08:00,xgboost_bullish,103899.97,XGBoost UP (Confidence: 80.56%)
2025-06-06 19:50:00+08:00,xgboost_bullish,103917.57,XGBoost UP (Confidence: 73.95%)
2025-06-06 19:55:00+08:00,xgboost_bullish,103940.52,XGBoost UP (Confidence: 58.09%)
2025-06-06 20:00:00+08:00,xgboost_bullish,104009.82,XGBoost UP (Confidence: 75.76%)
2025-06-06 20:06:00+08:00,xgboost_bearish,103959.65,XGBoost DOWN (Confidence: 69.64%)
2025-06-06 20:11:00+08:00,xgboost_bearish,103946.83,XGBoost DOWN (Confidence: 79.68%)
2025-06-06 20:16:00+08:00,xgboost_bearish,103898.07,XGBoost DOWN (Confidence: 69.22%)
2025-06-06 20:21:00+08:00,xgboost_bullish,103904.04,XGBoost UP (Confidence: 58.79%)
2025-06-06 20:26:00+08:00,xgboost_bullish,103871.27,XGBoost UP (Confidence: 68.33%)
2025-06-06 20:31:00+08:00,xgboost_bearish,104072.5,XGBoost DOWN (Confidence: 92.56%)
2025-06-06 20:36:00+08:00,xgboost_bullish,104112.31,XGBoost UP (Confidence: 61.75%)
2025-06-06 20:41:00+08:00,xgboost_bearish,103780.91,XGBoost DOWN (Confidence: 69.24%)
2025-06-06 20:46:00+08:00,xgboost_bullish,103915.71,XGBoost UP (Confidence: 70.44%)
2025-06-06 20:51:00+08:00,xgboost_bearish,103837.14,XGBoost DOWN (Confidence: 69.87%)
2025-06-06 20:56:00+08:00,xgboost_bearish,103828.65,XGBoost DOWN (Confidence: 76.52%)
2025-06-06 21:01:00+08:00,xgboost_bullish,103880.7,XGBoost UP (Confidence: 78.42%)
2025-06-06 21:06:00+08:00,xgboost_bullish,103944.17,XGBoost UP (Confidence: 53.19%)
2025-06-06 21:11:00+08:00,xgboost_bullish,103955.75,XGBoost UP (Confidence: 66.48%)
2025-06-06 23:27:00+08:00,xgboost_bearish,104785.08,XGBoost DOWN (Confidence: 80.42%)
2025-06-06 23:32:00+08:00,xgboost_bullish,104929.34,XGBoost UP (Confidence: 55.55%)
2025-06-06 23:37:00+08:00,xgboost_bullish,104758.18,XGBoost UP (Confidence: 56.18%)
2025-06-06 23:42:00+08:00,xgboost_bearish,104628.46,XGBoost DOWN (Confidence: 69.94%)
2025-06-06 23:47:00+08:00,xgboost_bullish,104844.99,XGBoost UP (Confidence: 71.48%)
2025-06-06 23:50:00+08:00,xgboost_bullish,105022.64,XGBoost UP (Confidence: 67.90%)
2025-06-06 23:55:00+08:00,xgboost_bullish,105092.28,XGBoost UP (Confidence: 67.72%)
2025-06-07 00:00:00+08:00,xgboost_bullish,105039.49,XGBoost UP (Confidence: 51.80%)
2025-06-07 00:05:00+08:00,xgboost_bullish,105019.14,XGBoost UP (Confidence: 54.17%)
2025-06-07 00:10:00+08:00,xgboost_bearish,105007.93,XGBoost DOWN (Confidence: 58.57%)
2025-06-07 01:00:00+08:00,xgboost_bullish,104799.53,Confidence: 74.65%
2025-06-07 01:05:00+08:00,xgboost_bearish,104669.27,Confidence: 74.53%
2025-06-07 01:20:00+08:00,xgboost_bullish,104770.44,Confidence: 77.02%
2025-06-07 01:25:00+08:00,xgboost_bearish,104571.65,Confidence: 80.58%
2025-06-07 01:30:00+08:00,xgboost_bullish,104548.48,Confidence: 76.57%
2025-06-07 01:35:00+08:00,xgboost_bullish,104566.04,Confidence: 81.16%
2025-06-07 01:45:00+08:00,xgboost_bullish,104627.91,Confidence: 81.46%
2025-06-07 01:55:00+08:00,xgboost_bullish,104761.91,Confidence: 77.73%
2025-06-07 02:10:00+08:00,xgboost_bearish,104759.86,Confidence: 78.40%
2025-06-07 02:25:00+08:00,xgboost_bearish,104475.93,Confidence: 80.47%
2025-06-07 02:30:00+08:00,xgboost_bullish,104552.62,Confidence: 76.29%
2025-06-07 02:35:00+08:00,xgboost_bullish,104688.08,Confidence: 70.22%
2025-06-07 02:50:00+08:00,xgboost_bearish,104570.93,Confidence: 70.42%
2025-06-07 03:00:00+08:00,xgboost_bullish,104539.64,Confidence: 83.03%
2025-06-07 03:10:00+08:00,xgboost_bearish,104441.86,Confidence: 81.17%
2025-06-07 03:20:00+08:00,xgboost_bearish,104453.54,Confidence: 74.33%
2025-06-07 03:30:00+08:00,xgboost_bullish,104351.25,Confidence: 78.74%
2025-06-07 03:35:00+08:00,xgboost_bullish,104350.37,Confidence: 78.10%
2025-06-07 03:55:00+08:00,xgboost_bearish,104116.27,Confidence: 72.37%
2025-06-07 04:00:00+08:00,xgboost_bullish,104252.99,Confidence: 72.74%
2025-06-07 04:10:00+08:00,xgboost_bullish,104339.35,Confidence: 81.09%
2025-06-07 04:15:00+08:00,xgboost_bullish,104355.65,Confidence: 70.06%
2025-06-07 04:35:00+08:00,xgboost_bearish,104311.53,Confidence: 84.00%
2025-06-07 04:40:00+08:00,xgboost_bullish,104317.0,Confidence: 80.42%
2025-06-07 04:45:00+08:00,xgboost_bullish,104586.77,Confidence: 83.77%
2025-06-07 04:50:00+08:00,xgboost_bearish,104438.01,Confidence: 74.82%
2025-06-07 05:05:00+08:00,xgboost_bearish,104340.84,Confidence: 78.23%
2025-06-07 05:10:00+08:00,xgboost_bullish,104378.75,Confidence: 79.10%
2025-06-07 05:15:00+08:00,xgboost_bullish,104370.0,Confidence: 79.92%
2025-06-07 05:20:00+08:00,xgboost_bullish,104383.37,Confidence: 73.99%
2025-06-07 05:25:00+08:00,xgboost_bearish,104321.33,Confidence: 83.37%
2025-06-07 05:45:00+08:00,xgboost_bullish,104483.5,Confidence: 78.92%
2025-06-07 05:50:00+08:00,xgboost_bearish,104434.67,Confidence: 74.66%
2025-06-07 05:55:00+08:00,xgboost_bearish,104395.81,Confidence: 71.60%
2025-06-07 06:05:00+08:00,xgboost_bearish,104295.03,Confidence: 76.65%
2025-06-07 06:10:00+08:00,xgboost_bullish,104293.97,Confidence: 70.39%
2025-06-07 06:25:00+08:00,xgboost_bearish,104315.88,Confidence: 80.54%
2025-06-07 06:45:00+08:00,xgboost_bearish,104310.3,Confidence: 73.72%
2025-06-07 06:50:00+08:00,xgboost_bullish,104431.26,Confidence: 88.06%
2025-06-07 07:05:00+08:00,xgboost_bearish,104373.23,Confidence: 73.73%
2025-06-07 07:15:00+08:00,xgboost_bearish,104241.86,Confidence: 80.68%
2025-06-07 07:20:00+08:00,xgboost_bullish,104295.98,Confidence: 76.71%
2025-06-07 07:25:00+08:00,xgboost_bullish,104295.25,Confidence: 80.95%
2025-06-07 07:50:00+08:00,xgboost_bullish,104362.58,Confidence: 72.79%
2025-06-07 08:00:00+08:00,xgboost_bullish,104310.92,Confidence: 78.56%
2025-06-07 08:05:00+08:00,xgboost_bullish,104288.17,Confidence: 84.46%
2025-06-07 08:10:00+08:00,xgboost_bearish,104244.61,Confidence: 72.85%
2025-06-07 08:15:00+08:00,xgboost_bearish,104038.06,Confidence: 78.94%
2025-06-07 08:30:00+08:00,xgboost_bullish,104199.81,Confidence: 70.67%
2025-06-07 08:45:00+08:00,xgboost_bearish,104285.79,Confidence: 82.87%
2025-06-07 08:50:00+08:00,xgboost_bullish,104365.15,Confidence: 75.24%
2025-06-07 08:55:00+08:00,xgboost_bullish,104432.21,Confidence: 88.29%
2025-06-07 09:15:00+08:00,xgboost_bearish,104470.61,Confidence: 77.14%
2025-06-07 09:20:00+08:00,xgboost_bearish,104465.12,Confidence: 76.30%
2025-06-07 09:40:00+08:00,xgboost_bullish,104418.36,Confidence: 75.38%
2025-06-07 09:42:00+08:00,xgboost_bullish,104440.83,Confidence: 81.46%
2025-06-07 09:46:00+08:00,xgboost_bullish,104452.92,Confidence: 77.62%
2025-06-07 09:47:00+08:00,xgboost_bullish,104500.0,Confidence: 87.93%
2025-06-07 09:49:00+08:00,xgboost_bearish,104454.85,Confidence: 78.02%
2025-06-07 09:51:00+08:00,xgboost_bullish,104479.75,Confidence: 72.16%
2025-06-07 09:54:00+08:00,xgboost_bearish,104457.32,Confidence: 87.52%
2025-06-07 09:58:00+08:00,xgboost_bearish,104460.0,Confidence: 79.08%
2025-06-07 10:01:00+08:00,xgboost_bearish,104396.94,Confidence: 82.62%
2025-06-07 10:05:00+08:00,xgboost_bearish,104372.1,Confidence: 86.65%
2025-06-07 10:11:00+08:00,xgboost_bearish,104357.83,Confidence: 81.21%
2025-06-07 10:15:00+08:00,xgboost_bullish,104389.96,Confidence: 81.92%
2025-06-07 10:19:00+08:00,xgboost_bearish,104368.02,Confidence: 80.48%
2025-06-07 10:20:00+08:00,xgboost_bearish,104348.96,Confidence: 82.38%
2025-06-07 10:27:00+08:00,xgboost_bullish,104374.59,Confidence: 80.33%
2025-06-07 10:34:00+08:00,xgboost_bullish,104396.74,Confidence: 81.01%
2025-06-07 10:36:00+08:00,xgboost_bullish,104477.12,Confidence: 82.61%
2025-06-07 10:38:00+08:00,xgboost_bullish,104506.18,Confidence: 84.47%
2025-06-07 10:43:00+08:00,xgboost_bullish,104508.04,Confidence: 84.27%
2025-06-07 10:56:00+08:00,xgboost_bullish,104599.91,Confidence: 84.59%
2025-06-07 10:59:00+08:00,xgboost_bearish,104531.57,Confidence: 84.88%
2025-06-07 11:00:00+08:00,xgboost_bearish,104489.42,Confidence: 81.98%
2025-06-07 11:03:00+08:00,xgboost_bullish,104594.13,Confidence: 85.43%
2025-06-07 11:07:00+08:00,xgboost_bullish,104688.27,Confidence: 82.74%
2025-06-07 11:08:00+08:00,xgboost_bullish,104693.17,Confidence: 80.82%
2025-06-07 11:09:00+08:00,xgboost_bearish,104628.29,Confidence: 82.94%
2025-06-07 11:12:00+08:00,xgboost_bullish,104760.85,Confidence: 85.24%
2025-06-07 11:27:00+08:00,xgboost_bearish,104735.4,Confidence: 80.12%
2025-06-07 11:29:00+08:00,xgboost_bearish,104708.09,Confidence: 80.46%
2025-06-07 11:39:00+08:00,xgboost_bullish,104744.18,Confidence: 81.42%
2025-06-07 11:45:00+08:00,xgboost_bullish,104844.42,Confidence: 81.35%
2025-06-07 11:47:00+08:00,xgboost_bullish,104866.17,Confidence: 87.24%
2025-06-07 11:48:00+08:00,xgboost_bullish,104889.62,Confidence: 82.25%
2025-06-07 12:10:00+08:00,xgboost_bearish,104793.16,Confidence: 81.04%
2025-06-07 12:14:00+08:00,xgboost_bearish,104709.88,Confidence: 84.95%
2025-06-07 12:27:00+08:00,xgboost_bearish,104739.92,Confidence: 87.66%
2025-06-07 12:28:00+08:00,xgboost_bearish,104705.7,Confidence: 86.27%
2025-06-07 12:30:00+08:00,xgboost_bearish,104679.16,Confidence: 87.76%
2025-06-07 12:32:00+08:00,xgboost_bearish,104666.67,Confidence: 87.29%
2025-06-07 12:33:00+08:00,xgboost_bearish,104657.27,Confidence: 86.38%
2025-06-07 12:34:00+08:00,xgboost_bearish,104643.63,Confidence: 85.92%
2025-06-07 12:51:00+08:00,xgboost_bullish,104779.86,Confidence: 84.02%
2025-06-07 12:52:00+08:00,xgboost_bullish,104804.59,Confidence: 90.75%
2025-06-07 12:53:00+08:00,xgboost_bullish,104819.5,Confidence: 90.55%
2025-06-07 13:08:00+08:00,xgboost_bearish,104751.16,Confidence: 83.65%
2025-06-07 13:13:00+08:00,xgboost_bullish,104838.85,Confidence: 89.12%
2025-06-07 13:15:00+08:00,xgboost_bearish,104816.75,Confidence: 81.74%
2025-06-07 13:19:00+08:00,xgboost_bearish,104814.49,Confidence: 85.64%
2025-06-07 13:21:00+08:00,xgboost_bullish,104837.93,Confidence: 84.33%
2025-06-07 13:29:00+08:00,xgboost_bullish,104815.27,Confidence: 80.69%
2025-06-07 13:42:00+08:00,xgboost_bullish,104893.43,Confidence: 82.03%
2025-06-07 13:43:00+08:00,xgboost_bullish,104910.77,Confidence: 86.37%
2025-06-07 13:46:00+08:00,xgboost_bullish,104994.01,Confidence: 91.78%
2025-06-07 13:47:00+08:00,xgboost_bullish,104987.59,Confidence: 82.56%
2025-06-07 13:48:00+08:00,xgboost_bullish,104986.96,Confidence: 90.44%
